de	The name of the Latin script letter D/d.	/de/
juramento	an oath	/xuɾaˈmento/
matarán	to kill/ slay	/maˈtaɾ/
mitchell
utiliza	to use/ to make use of/ to utilize	/utiliˈθaɾ/
ronnie
ilusión	illusion	/iluˈsjon/
vencer	to defeat/ to win/ to conquer	/benˈθeɾ/
rezar	to pray/ especially to repeat or recite (rather than sing) a…	/reˈθaɾ/
hoyo	hole	/ˈoʝo/
tristeza	sadness/ gloom/ sorrow/ gloominess/ unhappiness/ misery	/tɾisˈteθa/
miró	to look at (to try to see/ to pay attention to with one’s eyes)	/miˈɾaɾ/
pases	to pass/ to hand/ to slip	/paˈsaɾ/
dolores	pain/ ache/ aching soreness/ tenderness (physical)	/doˈloɾ/
sigas	to follow	/seˈɡiɾ/
doloroso	painful	/doloˈɾoso/
love
debbie
equivoqué	to mistake/ mix up	/ekiboˈkaɾ/
cuidando	to look after/ take care of (e.g. a house/ a person)	/kwiˈdaɾ/
medicamentos	medicine/ medicament	/medikaˈmento/
ocuparé	to occupy (to take or use space)	/okuˈpaɾ/
bandas	band (musical group)	/ˈbanda/
harper
protocolo	protocol	/pɾotoˈkolo/
unirse	to unite/ join	/uˈniɾ/
vosotras	you/ you guys/ second person plural personal pronoun	/boˈsotɾos/
sufriendo	to suffer (be confronted with something undesired)	/suˈfɾiɾ/
tomaremos	to take	/toˈmaɾ/
otoño	autumn/ fall	/oˈtoɲo/
estatal	state (country)	/estaˈtal/
candidato	candidate	/kandiˈdato/
vencido	to defeat/ to win/ to conquer	/benˈθeɾ/
autor	author	/auˈtoɾ/
aérea	aerial	/aˈeɾeo/
usaba	to use	/uˈsaɾ/
comprende	to understand/ to comprehend	/kompɾenˈdeɾ/
polla	inexperienced	/ˈpoʝo/
huelga	strike/ protest (work stoppage)	/ˈw̝elɡa/
rabia	rage/ anger	/ˈrabja/
agujeros	hole (hollow place or cavity)	/aɡuˈxeɾo/
estuviese	to be (have a temporary or permanent location in space)	/esˈtaɾ/
esperabas	to hope	/espeˈɾaɾ/
jovencita	female equivalent of jovencito: young lady	/xobenˈθita/
callado	to calm	/kaˈʝaɾ/
encender	to light/ ignite	/enθenˈdeɾ/
grosero	rude/ crass/ uncouth/ cheeky/ fresh/ boorish/ loutish/ coarse	/ɡɾoˈseɾo/
mitch
rancho	ranch	/ˈrant͡ʃo/
conflicto	conflict	/konˈfliɡto/
conspiración	conspiracy	/konspiɾaˈθjon/
comando	commando	/koˈmando/
gota	a drop or small amount of	/ˈɡota/
escenas	scene	/esˈθena/
pa	initialism of presión arterial	/ˈpa/
colonia	colony	/koˈlonja/
medalla	medal	/meˈdaʝa/
contactar	to contact/ to reach out to	/kontaɡˈtaɾ/
jugamos	to play	/xuˈɡaɾ/
stone
cabra	female goat	/ˈkabɾa/
traerme	to bring (in the sense of transport)	/tɾaˈeɾ/
parientes	relative/ relation (member of one's family)	/paˈɾjente/
creído	to believe	/kɾeˈeɾ/
adolescentes	adolescent	/adolesˈθente/
llenos	full	/ˈʝeno/
ultima	obsolete spelling of último	/ulˈtimo/
altas	tall	/ˈalto/
cambiará	to change/ to shift/ to switch/ to alter	/kamˈbjaɾ/
inteligentes	intelligent	/inteliˈxente/ [ĩn̪.t̪e.liˈxẽn̪.t̪e]
dieta	diet (the food and beverages a person or animal consumes)	/ˈdjeta/
quedarás	to be (as a result of something)/ to end up	/keˈdaɾ/
correctamente	correctly	/koˌreɡtaˈmente/
vería	to see/ to spot	/ˈbeɾ/
suelto	to release	/solˈtaɾ/
fans	fan	/ˈfan/
japonés	of Japan/ Japanese	/xapoˈnes/
ropas	garment/ clothing/ clothes/ robes	/ˈropa/
recibimos	to receive/ get	/reθiˈbiɾ/
elementos	element (part of which something consists)	/eleˈmento/
verdaderos	true/ real	/beɾdaˈdeɾo/
bonnie
piensen	to think/ ponder	/penˈsaɾ/
pondremos	to put/ to put up/ to place/ to lay	/poˈneɾ/
contiene	to contain	/konteˈneɾ/
diciembre	December	/diˈθjembɾe/
motores	moving	/moˈtoɾ/
graham
estarlo	to be (have a temporary or permanent location in space)	/esˈtaɾ/
preguntarme	to ask	/pɾeɡunˈtaɾ/
na	abbreviation of Nayarit: a state of Mexico	/ˈnada/
permanente	permanent	/peɾmaˈnente/
comercio	trade	/koˈmeɾθjo/
llegara	to arrive/ get (to)	/ʝeˈɡaɾ/
amada	to love/ have great affection for/ care about	/aˈmaɾ/
jodidamente	fucking	/xoˌdidaˈmente/
grasa	fat or grease used in cooking	/ˈɡɾasa/
infección	infection	/infeɡˈθjon/
comenzado	to begin/ to commence	/komenˈθaɾ/
satisfecho	to satisfy/ fulfil / fulfill	/satisfaˈθeɾ/
presidenta	president	/pɾesiˈdente/
llevarse	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
pesada	heavy in weight/ weighty	/peˈsado/
megan
barney
envío	to send	/emˈbjaɾ/
desfile	to parade	/desfiˈlaɾ/
suma	highest/ greatest/ superlative	/ˈsumo/
meterse	to put in/ insert	/meˈteɾ/
conclusión	conclusion/ end	/konkluˈsjon/
atrapada	to capture	/atɾaˈpaɾ/
mientes	to lie (say something untrue)	/menˈtiɾ/
homicidios	homicide/ manslaughter	/omiˈθidjo/
cajón	a large box	/kaˈxon/
tragos	gulp/ sip	/ˈtɾaɡo/
salve	hello/ hail	/ˈsalbe/
valores	value (all senses)	/baˈloɾ/
pierre
leslie	a female given name from English	/ˈlesli/
ejecución	execution (the act/ manner/ or style of executing actions)	/exekuˈθjon/
misterioso	mysterious	/misteˈɾjoso/
sándwich	sandwich	/ˈsandwit͡ʃ/
lobos	wolf (wild Canis lupus)	/ˈlobo/
fortaleza	fortress	/foɾtaˈleθa/
furioso	furious/ raging	/fuˈɾjoso/
hamburguesa	hamburger	/ambuɾˈɡesa/
barbara	feminine singular of barbaro	/baɾˈbaɾo/
salario	wage/ wages/ salary	/saˈlaɾjo/
débiles	weak	/ˈdebil/
plena	feminine singular of pleno	/ˈplena/
pierda	to lose	/peɾˈdeɾ/
murphy
cuero	leather	/ˈkweɾo/
jodan	to annoy/ bug/ bother/ irritate	/xoˈdeɾ/
oculta	to hide/ to conceal	/okulˈtaɾ/
salvaste	to save	/salˈbaɾ/
quema	fire/ flame	/ˈkema/
cometió	to commit	/komeˈteɾ/
temor	fear/ dread	/teˈmoɾ/
nora	a female given name	/ˈnoɾa/
muchísimas	superlative degree of mucho: much/ a great deal/ a lot	/muˈt͡ʃisimo/
bo	hey/ mate/ dude	/ˈbo/
comedor	dining room	/komeˈdoɾ/
aclarar	to clarify/ clear (make clear or clearer)	/aklaˈɾaɾ/
controla	to control/ to rein in	/kontɾoˈlaɾ/
admito	to accept/ to admit/ to agree to/ to concede	/admiˈtiɾ/
ji	chi/ the Greek letter Χ/ χ	/ˈxi/
esconde	to hide	/eskonˈdeɾ/
valioso	valuable	/baˈljoso/
aguja	needle	/aˈɡuxa/
equivoco	to mistake/ mix up	/ekiboˈkaɾ/
terminaste	to (cause to) finish/ to (cause to) end/ to (cause to) terminate/…	/teɾmiˈnaɾ/
brillantes	bright/ brilliant/ lustrous/ shiny/ glowing/ sparkly/ glittering/…	/bɾiˈʝante/
ingleses	English	/inˈɡles/
observando	to observe/ to eye	/obseɾˈbaɾ/
objetivos	objective	/obxeˈtibo/
casarnos	to marry/ wed someone to (unite two others in wedlock)	/kaˈsaɾ/
emocionada	to thrill/ to excite	/emoθjoˈnaɾ/
desaparición	disappearance	/desapaɾiˈθjon/
sello	to stamp	/seˈʝaɾ/
quietos	calm	/ˈkjeto/
escuelas	school (an institution dedicated to teaching and learning)	/esˈkwela/
merecía	to deserve	/meɾeˈθeɾ/
deshacerse	to undo/ to unmake	/desaˈθeɾ/
tiburón	shark	/tibuˈɾon/
mostrarle	to show (have somebody see something)	/mosˈtɾaɾ/
nube	cloud	/ˈnube/
formación	formation	/foɾmaˈθjon/
compraste	to buy (to obtain in exchange of money or goods)	/komˈpɾaɾ/
decepcionado	to disappoint/ to let down/ to underwhelm	/deθebθjoˈnaɾ/
autopista	motorway/ freeway	/autoˈpista/
evidente	obvious/ evident/ apparent/ clear	/ebiˈdente/
camiones	lorry (UK)/ truck (US)	/kaˈmjon/
programas	programme/ program	/pɾoˈɡɾama/
falsas	false/ untrue	/ˈfalso/
daisy	a female given name from English	/ˈdeisi/
encuentres	to meet	/enkonˈtɾaɾ/
matas	to kill/ slay	/maˈtaɾ/
quitado	to remove/ to take away/ to take down/ to take off/ to pull off/…	/kiˈtaɾ/
actividades	activity (state of being active)	/aɡtibiˈdad/
líderes	leader (of a group of people/ a sports team etc.)	/ˈlideɾ/
escuchad	to listen to/ to hear out	/eskuˈt͡ʃaɾ/
global	global (concerning all parts of the world)	/ɡloˈbal/
esclavo	slave	/esˈklabo/
ocasiones	occasion	/okaˈsjon/
dejarle	to leave (to place)	/deˈxaɾ/
confirmar	to confirm	/konfiɾˈmaɾ/
pendiente	pending/ outstanding/ unfinished	/penˈdjente/
toalla	towel	/toˈaʝa/
construido	to build	/konsˈtɾwiɾ/
creación	creation	/kɾeaˈθjon/
raros	rare	/ˈraɾo/
novios	boyfriend (romantic partner)	/ˈnobjo/
escuches	to listen to/ to hear out	/eskuˈt͡ʃaɾ/
temía	to fear	/teˈmeɾ/
detiene	to detain	/deteˈneɾ/
be	The name of the Latin script letter B/b.	/ˈbe/
gusano	worm	/ɡuˈsano/
atmósfera	atmosphere	/adˈmosfeɾa/
gina
reunir	to gather/ to collect/ to bring together/ to assemble/ to get…	/reuˈniɾ/
espiritual	spiritual	/espiɾiˈtwal/
pensión	guesthouse/ boarding house	/penˈsjon/
sirven	to serve (to be a servant or worker/ to render service)	/seɾˈbiɾ/
saldremos	to go out/ to leave/ to depart/ to head out	/saˈliɾ/
marica	poof/ fag/ faggot (homosexual man)	/maˈɾika/
república	republic	/reˈpublika/
siéntense	to seat	/senˈtaɾ/
sabio	learned	/ˈsabjo/
increíbles	incredible/ unbelievable	/inkɾeˈible/
embajada	embassy	/embaˈxada/
quieta	calm	/ˈkjeto/
escribo	to write (to form letters/ words or symbols on a surface in order…	/eskɾiˈbiɾ/
poema	poem (literary piece written in verse)	/poˈema/
kang
terminará	to (cause to) finish/ to (cause to) end/ to (cause to) terminate/…	/teɾmiˈnaɾ/
tenis	tennis	/ˈtenis/
civilización	civilization	/θibiliθaˈθjon/
patada	kick	/paˈtada/
cuerdas	rope/ cord/ string	/ˈkweɾda/
dibujos	drawing	/diˈbuxo/
perdieron	to lose	/peɾˈdeɾ/
brenda	a female given name from English	/ˈbɾenda/
tirando	to drop intentionally	/tiˈɾaɾ/
miran	to look at (to try to see/ to pay attention to with one’s eyes)	/miˈɾaɾ/
prometes	to promise	/pɾomeˈteɾ/
chase
pluma	feather	/ˈpluma/
r	The nineteenth letter of the Spanish alphabet/ written in the…	/ɾ/
posibles	possible	/poˈsible/
fallo	mistake	/ˈfaʝo/
iris	iris	/ˈiɾis/
superman
entendemos	to understand/ to fathom	/entenˈdeɾ/
rodilla	knee (joint or region of the joint in the middle part of the leg…	/roˈdiʝa/
vestida	dressed	/besˈtido/
echó	to throw/ toss/ cast/ jettison (to release an object from one's…	/eˈt͡ʃaɾ/
philip
tirador	shooter	/tiɾaˈdoɾ/
aparato	apparatus/ device/ tool/ instrument/ appliance	/apaˈɾato/
modales	modal	/moˈdal/
horror	horror/ terror	/oˈroɾ/
quisiste	to desire/ to want/ to want to	/keˈɾeɾ/
pavos	turkey	/ˈpabo/
permitiré	to allow/ permit	/peɾmiˈtiɾ/
estatua	statue	/esˈtatwa/
asegurarse	to secure (to make fast/ to close or confine effectually)	/aseɡuˈɾaɾ/
regresen	to return/ go back/ come back	/reɡɾeˈsaɾ/
mandado	to send	/manˈdaɾ/
continua	continual/ constant (done or extending without interruption)	/konˈtinwo/
siesta	siesta (a nap/ especially an afternoon one taken during the…	/ˈsjesta/
ausencia	absence	/auˈsenθja/
perdemos	to lose	/peɾˈdeɾ/
collins
encontrarán	to meet	/enkonˈtɾaɾ/
cuentos	story	/ˈkwento/
wade
maletín	briefcase/ attaché case	/maleˈtin/
phoebe
jules
ellie
perfume	perfume	/peɾˈfume/
grabar	to record	/ɡɾaˈbaɾ/
crece	to grow	/kɾeˈθeɾ/
jen
echarle	to throw/ toss/ cast/ jettison (to release an object from one's…	/eˈt͡ʃaɾ/
entro	to enter/ to come in/ to get in/ to go in/ to get inside/ to come…	/enˈtɾaɾ/
duelo	to hurt (to cause physical or emotional pain)	/doˈleɾ/
israel	Israel (a country in Western Asia in the Middle East/ at the…	/israˈel/
cometí	to commit	/komeˈteɾ/
organizar	to organize	/oɾɡaniˈθaɾ/
pervertido	to pervert/ lead astray/ garble/ corrupt	/peɾbeɾˈtiɾ/
subió	to go up or come up	/suˈbiɾ/
revistas	to review/ look over	/rebisˈtaɾ/
dejarás	to leave (to place)	/deˈxaɾ/
lleves	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
walt
carla	a female given name/ masculine equivalent Carlos	/ˈkaɾla/
jill
enciende	to light/ ignite	/enθenˈdeɾ/
quitó	to remove/ to take away/ to take down/ to take off/ to pull off/…	/kiˈtaɾ/
radar	radar	/raˈdaɾ/
seriamente	seriously	/ˌseɾjaˈmente/
probabilidades	probability	/pɾobabiliˈdad/
capullo	cocoon	/kaˈpuʝo/
deseando	to wish	/deseˈaɾ/
dana	alternative letter-case form of DANA	/ˈdana/
bang
habrás	have/ forms the perfect aspect	/aˈbeɾ/
ganaste	to gain	/ɡaˈnaɾ/
locas	crazy/ insane/ mad/ nuts (asserting that something is out of place…	/ˈloko/
hall	hall/ lobby/ lounge	/ˈxol/
encantó	to charm/ to enchant	/enkanˈtaɾ/
telefónica	telephonic/ pertaining to telephones	/teleˈfoniko/
llegues	to arrive/ get (to)	/ʝeˈɡaɾ/
micrófono	microphone	/miˈkɾofono/
margen	margin/ edge	/ˈmaɾxen/
gesto	gesture	/ˈxesto/
cintas	ribbon/ worn by girls in the hair	/ˈθinta/
sugiere	to suggest	/suxeˈɾiɾ/
embarazo	pregnancy/ childbearing	/embaˈɾaθo/
stuart
encaja	to insert/ put into	/enkaˈxaɾ/
consuelo	solace	/konˈswelo/
llamarla	to summon/ to call	/ʝaˈmaɾ/
sabiduría	wisdom	/sabiduˈɾia/
sincera	sincere	/sinˈθeɾo/
bolsillos	pocket	/bolˈsiʝo/
paula	a female given name	/ˈpaula/
comencé	to begin/ to commence	/komenˈθaɾ/
noel	a surname	/noˈel/
muestran	to show (have somebody see something)	/mosˈtɾaɾ/
lea	to read	/leˈeɾ/
mágica	magic/ magical	/ˈmaxiko/
terriblemente	terribly	/teˌribleˈmente/
recuerdan	to remember/ to recollect	/rekoɾˈdaɾ/
solíamos	to be accustomed to doing something/ to do something on a regular…	/soˈleɾ/
susto	fright	/ˈsusto/
ocurrirá	to happen/ to occur	/okuˈriɾ/
hadas	fairy	/ˈada/
sos	to be (essentially or identified as)	/ˈseɾ/
preocuparme	to worry/ to concern/ to trouble/ to be worrisome to/ to preoccupy	/pɾeokuˈpaɾ/
hare
vidrio	to glaze	/biˈdɾjaɾ/
término	end/ terminus (the terminal point of something in space or time)	/ˈteɾmino/
volverán	to return/ to revert/ to get back	/bolˈbeɾ/
desorden	disorder	/desˈoɾden/
alimentar	to feed (give food to eat)	/alimenˈtaɾ/
boleto	ticket	/boˈleto/
lavado	to wash	/laˈbaɾ/
confusión	confusion	/konfuˈsjon/
angeles
ave	bird	/ˈabe/
cambié	to change/ to shift/ to switch/ to alter	/kamˈbjaɾ/
temer	to fear	/teˈmeɾ/
pense
danos	to give/ to give out	/ˈdaɾ/
facultad	to empower	/fakulˈtaɾ/
mochila	backpack	/moˈt͡ʃila/
satélite	satellite	/saˈtelite/
independiente	independent (not contingent or depending on something else)	/indepenˈdjente/
intentan	to try/ to attempt/ especially: to strain or put forth effort in…	/intenˈtaɾ/
enero	January	/eˈneɾo/
busqué	to seek/ search for/ look for/ try to find/ to scour	/busˈkaɾ/
diosa	god	/ˈdjos/
estuvieran	to be (have a temporary or permanent location in space)	/esˈtaɾ/
barón	baron (male ruler of a barony)	/baˈɾon/
clay
artes	art	/ˈaɾte/
nocturno	night	/noɡˈtuɾno/
timbre	bell	/ˈtimbɾe/
escapa	to escape/ get out	/eskaˈpaɾ/
establecer	to establish	/estableˈθeɾ/
what
duermo	to sleep	/doɾˈmiɾ/
araña	spider	/aˈɾaɲa/
detenga	to detain	/deteˈneɾ/
intentes	to try/ to attempt/ especially: to strain or put forth effort in…	/intenˈtaɾ/
correos	to run/ to jog	/koˈreɾ/
profesores	professor (a faculty member)	/pɾofeˈsoɾ/
enseñarle	to teach	/enseˈɲaɾ/
guerreros	bellicose/ warlike	/ɡeˈreɾo/
ancianos	elderly	/anˈθjano/
preocupo	to worry/ to concern/ to trouble/ to be worrisome to/ to preoccupy	/pɾeokuˈpaɾ/
bebes	to drink	/beˈbeɾ/
imaginaba	to imagine	/imaxiˈnaɾ/
mundos	world/ earth (human collective existence)	/ˈmundo/
martillo	hammer (a tool with a heavy head and a handle used for pounding)	/maɾˈtiʝo/
eterna	eternal	/eˈteɾno/
sufrió	to suffer (be confronted with something undesired)	/suˈfɾiɾ/
comentario	comment	/komenˈtaɾjo/
inicio	to begin/ to initiate	/iniˈθjaɾ/
buscarme	to seek/ search for/ look for/ try to find/ to scour	/busˈkaɾ/
impresionado	to impress/ to make an impression on	/impɾesjoˈnaɾ/
estelar	star/ stellar (of or relating to stars)	/esteˈlaɾ/
pagas	to pay	/paˈɡaɾ/
álbum	album (a book designed to keep photographs/ stamps/ autographs)	/ˈalbum/
rojos	red (colour)	/ˈroxo/
jueces	judge	/ˈxweθ/
allen
sufre	to suffer (be confronted with something undesired)	/suˈfɾiɾ/
internos	internal	/inˈteɾno/
casé	to marry/ wed someone to (unite two others in wedlock)	/kaˈsaɾ/
teresa	a female given name/ equivalent to English Teresa	/teˈɾesa/
pudieran	to be able to/ can	/poˈdeɾ/
ola	wave (on the surface of a liquid)	/ˈola/
equivoca	to mistake/ mix up	/ekiboˈkaɾ/
desaparecida	to disappear/ to go missing/ to vanish/ to be gone	/desapaɾeˈθeɾ/
retrato	to portray	/retɾaˈtaɾ/
justa	tournament	/ˈxusta/
repugnante	repugnant/ repulsive/ rebarbative/ abhorrent/ ugly/ hideous/ obnoxious	/repuɡˈnante/
mentirosa	having the qualities of a liar	/mentiˈɾoso/
uu
mirado	to look at (to try to see/ to pay attention to with one’s eyes)	/miˈɾaɾ/
confesar	to confess/ to come clean about	/konfeˈsaɾ/
vacas	cow (adult female of the species Bos taurus)	/ˈbaka/
deberá	to owe	/deˈbeɾ/
rojas	red (colour)	/ˈroxo/
repetir	to repeat (to do or say again (and again))	/repeˈtiɾ/
respiro	breath	/resˈpiɾo/
cuya	whose	/ˈkuʝo/
ganancias	profit/ gain/ earnings	/ɡaˈnanθja/
disfrutando	to enjoy	/disfɾuˈtaɾ/
comedia	comedy	/koˈmedja/
boy	a male stripper	/ˈboi/
chip	chip (circuit)	/ˈt͡ʃip/
amables	kind/ amiable/ gracious	/aˈmable/
inversión	investment	/imbeɾˈsjon/
gemelos	twin	/xeˈmelo/
minas	mine (excavation from which ore is taken)	/ˈmina/
falsos	false/ untrue	/ˈfalso/
times	second-person singular present subjunctive of timar	/ˈtimes/
pat
matarnos	to kill/ slay	/maˈtaɾ/
cogí	to take/ catch/ hold/ to get/ to seize	/koˈxeɾ/
australia	Australia (a country consisting of a main island/ the island of…	/ausˈtɾalja/
seda	silk (fine fiber excreted by the silkworm or other arthropod)	/ˈseda/
malentendido	misunderstanding	/malentenˈdido/
distintas	distinct	/disˈtinto/
diamante	diamond	/djaˈmante/
april
cojo	to take/ catch/ hold/ to get/ to seize	/koˈxeɾ/
avergonzado	to shame	/abeɾɡonˈθaɾ/
siguientes	following	/siˈɡjente/
agarrar	to grab or take hold of	/aɡaˈraɾ/
comunicaciones	communication	/komunikaˈθjon/
dirán	to say/ to tell	/deˈθiɾ/
cobrar	to charge (money/ etc.)	/koˈbɾaɾ/
dificultades	difficulty/ trouble/ problem/ challenge/ constraint/…	/difikulˈtad/
lápiz	pencil	/ˈlapiθ/
pague	to pay	/paˈɡaɾ/
deberia
caiga	to fall (to move to a lower position due to gravity)	/kaˈeɾ/
tara	tare (empty weight of a container)	/ˈtaɾa/
christopher
avenida	to reconcile	/abeˈniɾ/
comenzamos	to begin/ to commence	/komenˈθaɾ/
seca	dry	/ˈseko/
contentos	content	/konˈtento/
vivió	to live/ to be alive	/biˈbiɾ/
hágalo	to do	/aˈθeɾ/
bruno	dark brown/ black	/ˈbɾuno/
llévate	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
oculto	to hide/ to conceal	/okulˈtaɾ/
metes	to put in/ insert	/meˈteɾ/
soo
principales	main/ most important	/pɾinθiˈpal/
mario	a male given name/ equivalent to English Marius	/ˈmaɾjo/
vic
euros	euro (currency)	/ˈeuɾo/
salva	safe	/ˈsalbo/
mantengan	to keep	/manteˈneɾ/
entras	to enter/ to come in/ to get in/ to go in/ to get inside/ to come…	/enˈtɾaɾ/
manhattan
promesas	promise	/pɾoˈmesa/
explosivos	explosive	/eɡsploˈsibo/
kennedy
ataúd	coffin/ casket	/ataˈud/
cancelar	to cancel/ call off	/kanθeˈlaɾ/
island
excusas	to excuse	/eɡskuˈsaɾ/
emergencias	emergency	/emeɾˈxenθja/
orgullosos	proud	/oɾɡuˈʝoso/
creerme	to believe	/kɾeˈeɾ/
brooklyn
seguida	to follow	/seˈɡiɾ/
busque	to seek/ search for/ look for/ try to find/ to scour	/busˈkaɾ/
encendido	to light/ ignite	/enθenˈdeɾ/
coro	choir	/ˈkoɾo/
urgencias	urgency	/uɾˈxenθja/
tales	such	/ˈtal/
observa	to observe/ to eye	/obseɾˈbaɾ/
manual	manual (performed by the hands)	/maˈnwal/
privacidad	privacy	/pɾibaθiˈdad/
ll	The fourteenth letter of the Spanish alphabet/ written in the…	/ʝ/
pasaré	to pass/ to hand/ to slip	/paˈsaɾ/
recuperación	retrieval	/rekupeɾaˈθjon/
cuartos	fourth	/ˈkwaɾto/
semejante	similar	/semeˈxante/
sobra	to be superfluous/ to be left over or extra	/soˈbɾaɾ/
oler	to smell (perceive by scent)	/oˈleɾ/
presentado	to present/ to submit	/pɾesenˈtaɾ/
basado	to base on	/baˈsaɾ/
paro	to stop/ halt	/paˈɾaɾ/
dinos	obsolete spelling of digno	/ˈdino/
tenerla	to have/ to possess	/teˈneɾ/
lawrence
andrea	a female given name/ equivalent to English Andrea	/anˈdɾea/
modelos	model (a successful example to be copied)	/moˈdelo/
pida	to ask for something	/peˈdiɾ/
saluda	to greet	/saluˈdaɾ/
dejadme	to leave (to place)	/deˈxaɾ/
comí	to eat	/koˈmeɾ/
nido	nest	/ˈnido/
curtis
plataforma	platform (a raised stage used for speeches and performances)	/plataˈfoɾma/
benny
booth
pam
afortunadamente	fortunately/ luckily	/afoɾtuˌnadaˈmente/
entran	to enter/ to come in/ to get in/ to go in/ to get inside/ to come…	/enˈtɾaɾ/
pagué	to pay	/paˈɡaɾ/
objeción	objection	/obxeˈθjon/
reconoces	to recognize	/rekonoˈθeɾ/
clan	clan	/ˈklan/
chance	chance	/ˈt͡ʃanθe/
tokio	Tokyo (a prefecture/ the capital and largest city of Japan)	/ˈtokjo/
preguntaste	to ask	/pɾeɡunˈtaɾ/
vital	vital	/biˈtal/
vanessa	a female given name/ equivalent to English Vanessa	/baˈnesa/
vinieras	Senses relating to literal movement.	/beˈniɾ/
pañuelo	handkerchief	/paɲuˈelo/
preso	imprisoned	/ˈpɾeso/
durar	to last	/duˈɾaɾ/
llevarnos	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
esperé	to hope	/espeˈɾaɾ/
trampas	trap/ snare	/ˈtɾampa/
quedaron	to be (as a result of something)/ to end up	/keˈdaɾ/
ned
saludar	to greet	/saluˈdaɾ/
prométeme	to promise	/pɾomeˈteɾ/
caen	to fall (to move to a lower position due to gravity)	/kaˈeɾ/
franklin
halloween	Halloween (October 31st)	/ˈxalowin/
donald
aguarda	to wait	/aɡwaɾˈdaɾ/
causó	to cause/ to make	/kauˈsaɾ/
darás	to give/ to give out	/ˈdaɾ/
niebla	fog (a thick cloud that forms near the ground)	/ˈnjebla/
psicópata	psychopath	/siˈkopata/
rodeado	to round up	/rodeˈaɾ/
invitar	to invite	/imbiˈtaɾ/
cal	lime (calcium oxide)	/ˈkal/
escucharlo	to listen to/ to hear out	/eskuˈt͡ʃaɾ/
culpo	to blame	/kulˈpaɾ/
vamonos
colgado	to hang	/kolˈɡaɾ/
goma	rubber (substance/ material)	/ˈɡoma/
talla	size	/ˈtaʝa/
oración	oration	/oɾaˈθjon/
turner
acércate	to bring close	/aθeɾˈkaɾ/
tomemos	to take	/toˈmaɾ/
maestros	master	/maˈestɾo/
cómplice	complicit/ knowing	/ˈkompliθe/
cercana	near/ nearby/ close	/θeɾˈkano/
preguntan	to ask	/pɾeɡunˈtaɾ/
preocupas	to worry/ to concern/ to trouble/ to be worrisome to/ to preoccupy	/pɾeokuˈpaɾ/
saldré	to go out/ to leave/ to depart/ to head out	/saˈliɾ/
licor	liqueur	/liˈkoɾ/
llevara	to take somewhere (most of the time away from the speaker)	/ʝeˈbaɾ/
teme	to fear	/teˈmeɾ/
ídolo	idol	/ˈidolo/
sindicato	trade union/ syndicate	/sindiˈkato/
fallado	to fail	/faˈʝaɾ/
crane
usé	to use	/uˈsaɾ/
simpson
globo	balloon	/ˈɡlobo/
blancas	white	/ˈblanko/
audición	hearing (the act by which something is heard)	/audiˈθjon/
vigilar	to watch over	/bixiˈlaɾ/
almohada	pillow (soft cushion used to support the head)	/almoˈada/
oido
rehabilitación	rehabilitation	/reabilitaˈθjon/
increible
galaxia	galaxy	/ɡaˈlaɡsja/
long
curar	to care/ heed/ study/ strive/ seek/ work	/kuˈɾaɾ/
elefante	elephant	/eleˈfante/
robé	to rob	/roˈbaɾ/
guardián	guardian/ warden (person who guards or protects something)	/ɡwaɾˈdjan/
investigaciones	investigation	/imbestiɡaˈθjon/
fuéramos	to go (away from speaker and listener)	/ˈiɾ/
tejido	texture (of a cloth)	/teˈxido/
muñecas	wrist	/muˈɲeka/
llamaría	to summon/ to call	/ʝaˈmaɾ/
anderson	a male given name from English	/ˈandeɾson/
atacado	to attack/ to come at	/ataˈkaɾ/
vagina	vagina	/baˈxina/
samantha
levantado	to lift	/lebanˈtaɾ/
tabla	board/ plank	/ˈtabla/
monos	cute/ pretty	/ˈmono/
escudo	shield	/esˈkudo/
extranjeros	foreign	/eɡstɾanˈxeɾo/
denise
bañera	bathtub/ bath	/baˈɲeɾa/
pop	pop/ pop music	/ˈpop/
ayudarlos	to help	/aʝuˈdaɾ/
moderna	modern	/moˈdeɾno/
blue
interrogatorio	an interrogation/ a questioning or inquiry	/interoɡaˈtoɾjo/
rapido
merecen	to deserve	/meɾeˈθeɾ/
bonitos	pretty/ cute	/boˈnito/
angel
g	The seventh letter of the Spanish alphabet/ written in the Latin…	/ɡ/
woo
brasil	Brazil (a large Portuguese-speaking country in South America)	/bɾaˈsil/
freddie
asistencia	attendance (the state of attending)	/asisˈtenθja/
pagará	to pay	/paˈɡaɾ/
novato	newbie	/noˈbato/
avisar	to tell/ tip off/ notify/ inform	/abiˈsaɾ/
hemorragia	hemorrhage	/emoˈraxja/
conviene	to agree/ agree on/ agree upon	/kombeˈniɾ/
ajá	to fade/ wither	/aˈxaɾ/
perrito	dog (the species Canis familiaris (sometimes designated Canis…	/ˈpero/
créame	to create	/kɾeˈaɾ/
olas	wave (on the surface of a liquid)	/ˈola/
sabré	to know/ to understand (a fact)	/saˈbeɾ/
caí	to fall (to move to a lower position due to gravity)	/kaˈeɾ/
