you	The pronoun of the second person/ in the nominative/ dative/ and…	/jˈu/
dragged		/drˈæɡd/
strategy	1. The science of military command/ or the science of projecting…	/strˈætədʒi/
parent	1. One who begets/ or brings forth/ offspring/ a father or a…	/pˈɛrənt/
jin	See Jinnee. "Solomon is said to have had power over the jin."…	/dʒˈɪn/
album	1. (Rom. Antiq.) A white tablet on which anything was inscribed/…	/ˈælbəm/
compared	1. To examine the character or qualities of/ as of two or more…	/kəmpˈɛrd/
rubbish	Waste or rejected matter/ anything worthless/ valueless stuff/…	/rˈʌbɪʃ/
helpful	Furnishing help/ giving aid/ assistant/ useful/ salutary. Heavens…	/hˈɛlpfəl/
powder	1. The fine particles to which any dry substance is reduced by…	/pˈaʊdɚ/
sync		/sˈɪŋk/
bum	The buttock. [Low] Shak.	/bˈʌm/
passes	1. To go/ to move/ to proceed/ to be moved or transferred from one…	/pˈæsəz/
joan		/dʒˈoʊn/
fort	A strong or fortified place/ usually/ a small fortified place/…	/fˈɔrt/
choices	1. Act of choosing/ the voluntary act of selecting or separating…	/tʃˈɔɪsəz/
alley	1. A narrow passage/ especially a walk or passage in a garden or…	/ˈæli/
supper	A meal taken at the close of the day/ the evening meal. Note:…	/sˈʌpɚ/
penis	The male member/ or organ of generation.	/pˈinɪs/
alibi	The plea or mode of defense under which a person on trial for a…	/ˈæləbˌaɪ/
sammy		/sˈæmi/
pole	A native or inhabitant of Poland/ a Polander.	/pˈoʊl/
coke	Mineral coal charred/ or depriver of its bitumen/ sulphur/ or…	/kˈoʊk/
scientist	One learned in science/ a scientific investigator/ one devoted to…	/sˈaɪəntɪst/
fighter	One who fights/ a combatant/ a warrior. Shak.	/fˈaɪtɚ/
highway	A road or way open to the use of the public/ a main road or…	/hˈaɪwˌeɪ/
blade	1. Properly/ the leaf/ or flat part of the leaf/ of any plant/…	/blˈeɪd/
alpha	The first letter in the Greek alphabet/ answering to A/ and hence…	/ˈælfə/
diet	1. Course of living or nourishment/ what is eaten and drunk…	/dˈaɪət/
liquor	1. Any liquid substance/ as water/ milk/ blood/ sap/ juice/ or the…	/lˈɪkɚ/
jet	Same as 2d Get. [Obs.] Chaucer.	/dʒˈɛt/
widow	A woman who has lost her husband by death/ and has not married…	/wˈɪdoʊ/
liberty	1. The state of a free person/ exemption from subjection to the…	/lˈɪbɚtˌi/
philip	(a) The European hedge sparrow. (b) The house sparrow. Called also…	/fˈɪləp/
moral	1. Relating to duty or obligation/ pertaining to those intentions…	/mˈɔrəl/
carrie		/kˈɛri/
award	To give by sentence or judicial determination/ to assign or…	/əwˈɔrd/
grief	1. Pain of mind on account of something in the past/ mental…	/ɡrˈif/
thirsty	1. Feeling thirst/ having a painful or distressing sensation from…	/θˈɝsti/
ashley		/ˈæʃli/
random	1. Force/ violence. [Obs.] For courageously the two kings newly…	/rˈændəm/
suspects	1. Suspicious/ inspiring distrust. [Obs.] Suspect [was] his face/…	/səspˈɛkts/
intention	1. A stretching or bending of the mind toward of the mind toward…	/ˌɪntˈɛntʃən/
julian	Relating to/ or derived from/ Julius Cæsar. Julian calendar/ the…	/dʒˈuliən/
active	1. Having the power or quality of acting/ causing change/…	/ˈæktɪv/
tools	1. An instrument such as a hammer/ saw/ plane/ file/ and the like/…	/tˈulz/
driven	of Drive. Also adj. Driven well/ a well made by driving a tube…	/drˈɪvən/
trauma		/trˈɔmə/
headache	Pain in the head/ ceph "Headaches and shivering fits." Macaulay.	/hˈɛdˌeɪk/
safely	In a safe manner/ danger/ injury/ loss/ or evil consequences.	/sˈeɪfli/
alexander		/ˌæləɡzˈændɚ/
knee	1. In man/ the joint in the middle part of the leg. 2. (Anat.) (a)…	/nˈi/
lads	of Lead/ to guide Chaucer.	/lˈædz/
novel	Of recent origin or introduction/ not ancient/ new/ hence/ out of…	/nˈɑvəl/
conversations	1. General course of conduct/ behavior. [Archaic] Let your…	/kˌɑnvɚsˈeɪʃənz/
waters	1. The fluid which descends from the clouds in rain/ and which…	/wˈɔtɚz/
lookin
invisible	Incapable of being seen/ not perceptible by vision/ not visible.…	/ˌɪnvˈɪzəbəl/
internal	1. Inward/ interior/ being within any limit or surface/ inclosed/…	/ˌɪntˈɝnəl/
peaceful	1. Possessing or enjoying peace/ not disturbed by war/ tumult/…	/pˈisfəl/
humming	Emitting a murmuring sound/ droning/ murmuring/ buzzing.	/hˈʌmɪŋ/
washed	Appearing as if overlaid with a thin layer of different color/ --…	/wˈɑʃt/
drives	1. To impel or urge onward by force in a direction away from one/…	/drˈaɪvz/
talented	Furnished with talents/ possessing skill or talent/ mentally…	/tˈæləntɪd/
li	1. Chinese measure of distance/ being a little more that one third…	/lˈi/
aid	To support/ either by furnishing strength or means in coöperation…	/ˈeɪd/
elephant	1. (Zoöl.) A mammal of the order Proboscidia/ of which two living…	/ˈɛləfənt/
troubles	1. To put into confused motion/ to disturb/ to agitate. An angel…	/trˈʌbəlz/
core	A body of individuals/ an assemblage. [Obs.] He was in a core of…	/kˈɔr/
serial	1. Of or pertaining to a series/ consisting of a series/ appearing…	/sˈɪrˌiəl/
painted	1. Covered or adorned with paint/ portrayed in colors. As idle as…	/pˈeɪntɪd/
divine	1. Of or belonging to God/ as/ divine perfections/ the divine…	/dɪvˈaɪn/
jam	A kind of frock for children.	/dʒˈæm/
goat	A hollow-horned ruminant of the genus Capra/ of several species…	/ɡˈoʊt/
opera	1. A drama/ either tragic or comic/ of which music forms an…	/ˈɑprə/
thieves	To practice theft/ to steal.	/θˈivz/
guessing	1. To form an opinion concerning/ without knowledge or means of…	/ɡˈɛsɪŋ/
objection	1. The act of objecting/ as/ to prevent agreement/ or action/ by…	/əbdʒˈɛkʃən/
whiskey	Same as Whisky/ a liquor.	/wˈɪski/
florida		/flˈɔrədə/
resistance	1. The act of resisting/ opposition/ passive or active. When King…	/rɪzˈɪstəns/
dressing	1. Dress/ raiment/ especially/ ornamental habiliment or attire. B.…	/drˈɛsɪŋ/
attached	1. To bind/ fasten/ tie/ or connect/ to make fast or join/ as/ to…	/ətˈætʃt/
aaron		/ˈɛrən/
brief	1. Short in duration. How brief the life of man. Shak. 2. Concise/…	/brˈif/
punish	1. To impose a penalty upon/ to afflict with pain/ loss/ or…	/pˈʌnɪʃ/
eternal	1. Without beginning or end of existence/ always existing. The…	/ɪtˈɝnəl/
lois		/lˈoʊəs/
required	1. To demand/ to insist upon having/ to claim as by right and…	/rikwˈaɪɚd/
victoria	1. (Bot.) A genus of aquatic plants named in honor of Queen…	/vɪktˈɔriə/
fabulous	1. Feigned/ as a story or fable/ related in fable/ devised/…	/fˈæbjələs/
twins	1. Being one of two born at a birth/ as/ a twin brother or sister.…	/twˈɪnz/
characters	1. A distinctive mark/ a letter/ figure/ or symbol. It were much…	/kˈærəktɚz/
cooked	To make the noise of the cuckoo. [Obs. or R.] Constant cuckoos…	/kˈʊkt/
ln		/lˈeɪn/
ruth	1. Sorrow for the misery of another/ pity/ tenderness. [Poetic]…	/rˈuθ/
dreamed	1. The thoughts/ or series of thoughts/ or imaginary transactions/…	/drˈimd/
arts	The second person singular/ indicative mode/ present tense/ of the…	/ˈɑrts/
naughty	1. Having little or nothing. [Obs.] [Men] that needy be and…	/nˈɔti/
stabbed		/stˈæbd/
tend	To make a tender of/ to offer or tender. [Obs.]	/tˈɛnd/
diane		/daɪˈæn/
tap	1. To strike with a slight or gentle blow/ to touch gently/ to rap…	/tˈæp/
soap	A substance which dissolves in water/ thus forming a lather/ and…	/sˈoʊp/
locker	1. One who/ or that which/ locks. 2. A drawer/ cupboard/…	/lˈɑkɚ/
development	1. The act of developing or disclosing that which is unknown/ a…	/dɪvˈɛləpmənt/
images	1. An imitation/ representation/ or similitude of any person/…	/ˈɪmədʒəz/
prick	1. That which pricks/ penetrates/ or punctures/ a sharp and…	/prˈɪk/
global		/ɡlˈoʊbəl/
string	1. A small cord/ a line/ a twine/ or a slender strip of leather/…	/strˈɪŋ/
bitter	AA turn of the cable which is round the bitts. Bitter end/ that…	/bˈɪtɚ/
sharing	1. The part (usually an iron or steel plate) of a plow which cuts…	/ʃˈɛrɪŋ/
corn	A thickening of the epidermis at some point/ esp. on the toees/ by…	/kˈɔrn/
craig		/krˈeɪɡ/
fits	imp. & p. p. of Fight. [Obs. or Colloq.]	/fˈɪts/
tent	A kind of wine of a deep red color/ chiefly from Galicia or Malaga…	/tˈɛnt/
forms	A suffix used to denote in the form or shape of/ resembling/ etc./…	/fˈɔrmz/
votes	1. An ardent wish or desire/ a vow/ a prayer. [Obs.] Massinger. 2.…	/vˈoʊts/
harold		/hˈɛrəld/
propose	1. To set forth. [Obs.] That being proposed brimfull of wine/ one…	/prəpˈoʊz/
monica		/mˈɑnɪkə/
constantly	With constancy/ steadily/ continually/ perseveringly/ without…	/kˈɑnstəntli/
granny	A grandmother/ a grandam/ familiarly/ an old woman. Granny's bend/…	/ɡrˈæni/
nicely	In a nice manner.	/nˈaɪsli/
nerves	1. (Anat.) One of the whitish and elastic bundles of fibers/ with…	/nˈɝvz/
arguing	1. To invent and offer reasons to support or overthrow a…	/ˈɑrɡjuɪŋ/
abuse	1. To put to a wrong use/ to misapply/ to misuse/ to put to a bad…	/əbjˈus/
relatives	1. Having relation or reference/ referring/ respecting/ standing…	/rˈɛlətɪvz/
survival	1. A living or continuing longer than/ or beyond the existence of/…	/sɚvˈaɪvəl/
gloves	1. A cover for the hand/ or for the hand and wrist/ with a…	/ɡlˈʌvz/
tracking	1. A mark left by something that has passed along/ as/ the track/…	/trˈækɪŋ/
zoe		/zˈoʊi/
u	U/ the twenty-first letter of the English alphabet/ is a cursive…	/jˈu/
bend	1. To strain or move out of a straight line/ to crook by…	/bˈɛnd/
review	1. To view or see again/ to look back on [R.] "I shall review…	/rˌivjˈu/
connect	1. To join/ or fasten together/ as by something intervening/ to…	/kənˈɛkt/
separated	1. To disunite/ to divide/ to disconnect/ to sever/ to part in any…	/sˈɛpɚˌeɪtɪd/
elder	1. Older/ more aged/ or existing longer. Let the elder men among…	/ˈɛldɚ/
beard	1. The hair that grows on the chin/ lips/ and adjacent parts of…	/bˈɪrd/
admiral	1. A naval officer of the highest rank/ a naval officer of high…	/ˈædmɚəl/
diana	The daughter of Jupiter and Latona/ a virgin goddess who presided…	/daɪˈænə/
salary	Saline [Obs.]	/sˈælɚi/
areas	1. Any plane surface/ as of the floor of a room or church/ or of…	/ˈɛriəz/
disturb	1. To throw into disorder or confusion/ to derange/ to interrupt…	/dɪstˈɝb/
pro	A Latin preposition signifying for/ before/ forth. Pro confesso…	/prˈoʊ/
maintain	1. To hold or keep in any particular state or condition/ to…	/meɪntˈeɪn/
solved	To explain/ to resolve/ to unfold/ to clear up out to a result or…	/sˈɑlvd/
wealth	1. Weal/ welfare/ prosperity/ good. [Obs.] "Let no man seek his…	/wˈɛlθ/
bitches	1. The female of the canine kind/ as of the dog/ wolf/ and fox. 2.…	/bˈɪtʃɪz/
possession	1. The act or state of possessing/ or holding as one's own. 2.…	/pəzˈɛʃən/
sang	imp. of Sing.	/sˈæŋ/
gimme		/ɡˈɪmi/
plates	To form by interlaying interweaving/ to braid/ to plait. "They had…	/plˈeɪts/
shoulders	1. (Anat.) The joint/ or the region of the joint/ by which the…	/ʃˈoʊldɚz/
burnt	Consumed with/ or as with/ fire/ scorched or dried/ as with fire…	/bˈɝnt/
recorded	1. To recall to mind/ to recollect/ to remember/ to meditate.…	/rəkˈɔrdɪd/
upper	Being further up/ literally or figuratively/ higher in place/…	/ˈʌpɚ/
counts	1. To tell or name one by one/ or by groups/ for the purpose of…	/kˈaʊnts/
tale	See Tael.	/tˈeɪl/
profit	1. Acquisition beyond expenditure/ excess of value received for…	/prˈɑfət/
colleague	A partner or associate in some civil or ecclesiastical office or…	/kˈɑliɡ/
warehouse	A storehouse for wares/ or goods. Addison.	/wˈɛrhˌaʊs/
hostage	A person given as a pledge or security for the performance of the…	/hˈɑstɪdʒ/
shore	imp. of Shear. Chaucer.	/ʃˈɔr/
porn		/pˈɔrn/
miami		/maɪˈæmi/
fifteen	Five and ten/ one more than fourteen.	/fɪftˈin/
visitors	1. One who visits/ one who comes or goes to see another/ as in…	/vˈɪzɪtɚz/
bo	An exclamation used to startle or frighten. [Spelt also boh and boo.]	/bˈoʊ/
net	1. A fabric of twine/ thread/ or the like/ wrought or woven into…	/nˈɛt/
insult	1. The act of leaping on/ onset/ attack. [Obs.] Dryden. 2. Gross…	/ˌɪnsˈʌlt/
owen	Own. [Obs.] Chaucer.	/ˈoʊən/
cities	1. A large town. 2. A corporate town/ in the United States/ a town…	/sˈɪtiz/
causing	1. That which produces or effects a result/ that from which…	/kˈɑzɪŋ/
lemon	1. (Bot.) An oval or roundish fruit resembling the orange/ and…	/lˈɛmən/
heal	To cover/ as a roof/ with tiles/ slate/ lead/ or the like. [Obs.]	/hˈil/
banging	Huge/ great in size. [Colloq.] Forby.	/bˈæŋɪŋ/
honeymoon	The first month after marriage. Addison.	/hˈʌnimˌun/
appeal	1. (Law) (a) To make application for the removal of (a cause) from…	/əpˈil/
marshall		/mˈɑrʃəl/
critical	1. Qualified to criticise/ or pass judgment upon/ literary or…	/krˈɪtɪkəl/
creating	An usher to a riding master.	/kriˈeɪtɪŋ/
scotland		/skˈɑtlənd/
crane	A measure for fresh herrings/ -- as many as will fill a barrel.…	/krˈeɪn/
enormous	1. Exceeding the usual rule/ norm/ or measure/ out of due…	/ɪnˈɔrməs/
testimony	1. A solemn declaration or affirmation made for the purpose of…	/tˈɛstəmˌoʊni/
praise	1. To commend/ to applaud/ to express approbation of/ to laud/ --…	/prˈeɪz/
fights	1. To strive or contened for victory/ with armies or in single…	/fˈaɪts/
indians	1. Of or pertaining to India proper/ also to the East Indies/ or/…	/ˈɪndiənz/
commission	1. The act of committing/ doing/ or performing/ the act of…	/kəmˈɪʃən/
growls	To utter a deep guttural sound/ sa an angry dog/ to give forth an…	/ɡrˈaʊlz/
nicole		/nɪkˈoʊl/
sins	Old form of Since. [Obs. or Prov.Eng. & Scot.] Sin that his lord…	/sˈɪnz/
fraud	1. Deception deliberately practiced with a view to gaining an…	/frˈɔd/
branch	1. (Bot.) A shoot or secondary stem growing from the main stem/ or…	/brˈæntʃ/
happily	1. By chance/ peradventure/ haply. [Obs.] Piers Plowman. 2. By…	/hˈæpəli/
bout	1. As much of an action as is performed at one time/ a going and…	/bˈaʊt/
covering	Anything which covers or conceals/ as a roof/ a screen/ a wrapper/…	/kˈʌvɚɪŋ/
occurred		/əkˈɝd/
beans	1. (Bot.) A name given to the seed of certain leguminous herbs/…	/bˈinz/
raw	1. Not altered from its natural state/ not prepared by the action…	/rˈɑ/
muscle	1. (Anat.) (a) An organ which/ by its contraction/ produces…	/mˈʌsəl/
pages	1. A serving boy/ formerly/ a youth attending a person of high…	/pˈeɪdʒəz/
tense	One of the forms which a verb takes by inflection or by adding…	/tˈɛns/
relationships	The state of being related by kindred/ affinity/ or other…	/rilˈeɪʃənʃˌɪps/
management	1. The act or art of managing/ the manner of treating/ directing/…	/mˈænədʒmənt/
assignment	1. An allotting or an appointment to a particular person or use/…	/əsˈaɪnmənt/
blonde	Of a fair color/ light-colored/ as/ blond hair/ a blond complexion.	/blˈɑnd/
catching	1. Infections/ contagious. 2. Captavating/ alluring.	/kˈætʃɪŋ/
exposed	1. To set forth/ to set out to public view/ to exhibit/ to show/…	/ɪkspˈoʊzd/
canada	A small cañon/ a narrow valley or glen/ also/ but less frequently/…	/kˈænədə/
dont
han	To have/ have. [Obs.] Piers Plowman. Him thanken all/ and thus…	/hˈɑn/
von		/vˈɔn/
comedy	A dramatic composition/ or representation of a bright and amusing…	/kˈɑmədi/
marco		/mˈɑrkoʊ/
stroke	Struck.	/strˈoʊk/
whistling	a. & n. from Whistle/ v. Whistling buoy. (Naut.) See under Buoy.…	/wˈɪslɪŋ/
buildings	1. The act of constructing/ erecting/ or establishing. Hence it is…	/bˈɪldɪŋz/
shaking	obs. p. p. of Shake. Chaucer.	/ʃˈeɪkɪŋ/
facility	1. The quality of being easily performed/ freedom from difficulty/…	/fəsˈɪlɪti/
appropriate	Set apart for a particular use or person. Hence: Belonging…	/əprˈoʊpriət/
remarkable	Worthy of being remarked or noticed/ noticeable/ conspicuous/…	/rɪmˈɑrkəbəl/
transferred		/trænsfˈɝd/
drawn	See Draw/ v. t. & i. Drawn butter/ butter melter and prepared to…	/drˈɔn/
tits	1. A small horse. Tusser. 2. A woman/ -- used in contempt. Burton.…	/tˈɪts/
clicking	To make a slight/ sharp noise (or a succession of such noises)/ as…	/klˈɪkɪŋ/
symbol	1. A visible sign or representation of an idea/ anything which…	/sˈɪmbəl/
motor	1. One who/ or that which/ imparts motion/ a source of mechanical…	/mˈoʊtɚ/
employees	One employed by another/ a clerk or workman in the service of an…	/ɛmplˈɔɪiz/
ambassador	1. A minister of the highest rank sent a foreign court to…	/æmbˈæsədɚ/
mothers	1. A female parent/ especially/ one of the human race/ a woman who…	/mˈʌðɚz/
pile	1. A hair/ hence/ the fiber of wool/ cotton/ and the like/ also/…	/pˈaɪl/
feeding	1. the act of eating/ or of supplying with food/ the process of…	/fˈidɪŋ/
soda	(a) Sodium oxide or hydroxide. (b) Popularly/ sodium carbonate or…	/sˈoʊdə/
checks	1. (Chess) A word of warning denoting that the king is in danger/…	/tʃˈɛks/
bears	1. To support or sustain/ to hold up. 2. To support and remove or…	/bˈɛrz/
cookies	A small/ flat/ sweetened cake of various kinds.	/kˈʊkiz/
slut	1. An untidy woman/ a slattern. Sluts are good enough to make a…	/slˈʌt/
awfully	1. In an awful manner/ in a manner to fill with terror or awe/…	/ˈɑfli/
stepped	Provided with a step or steps/ having a series of offsets or parts…	/stˈɛpt/
toys	1. A plaything for children/ a bawble. Cowper. 2. A thing for…	/tˈɔɪz/
levels	1. A line or surface to which/ at every point/ a vertical or plumb…	/lˈɛvəlz/
differently	In a different manner/ variously.	/dˈɪfrəntli/
magnificent	1. Doing grand things/ admirable in action/ displaying great power…	/mæɡnˈɪfəsənt/
steak	A slice of beef/ broiled/ or cut for broiling/ -- also extended to…	/stˈeɪk/
tube	1. A hollow cylinder/ of any material/ used for the conveyance of…	/tˈub/
leaders	1. One who/ or that which/ leads or conducts/ a guide/ a…	/lˈidɚz/
superior	1. More elevated in place or position/ higher/ upper/ as/ the…	/supˈɪriɚ/
herr	A title of respect given to gentlemen in Germany/ equivalent to…	/hˈɛr/
pan	1. A part/ a portion. 2. (Fort.) The distance comprised between…	/pˈæn/
expression	1. The act of expressing/ the act of forcing out by pressure/ as/…	/ɪksprˈɛʃən/
currently	In a current manner/ generally/ commonly/ as/ it is currently…	/kˈɝəntli/
throne	1. A chair of state/ commonly a royal seat/ but sometimes the seat…	/θrˈoʊn/
deadly	1. Capable of causing death/ mortal/ fatal/ destructive/ certain…	/dˈɛdli/
bee	p. p. of Be/ -- used for been. [Obs.] Spenser.	/bˈi/
tooth	1. (Anat.) One of the hard/ bony appendages which are borne on the…	/tˈuθ/
depressed	1. Pressed or forced down/ lowed/ sunk/ dejected/ dispirited/ sad/…	/dɪprˈɛst/
potatoes	(a) A plant (Solanum tuberosum) of the Nightshade family/ and its…	/pətˈeɪtoʊz/
wicked	Having a wick/ -- used chiefly in composition/ as/ a two-wicked lamp.	/wˈɪkəd/
resources	1. That to which one resorts orr on which one depends for supply…	/rˈisɔrsɪz/
native	1. Arising by birth/ having an origin/ born. [Obs.] Anaximander's…	/nˈeɪtɪv/
centuries	1. A hundred/ as/ a century of sonnets/ an aggregate of a hundred…	/sˈɛntʃɚiz/
karl		/kˈɑrl/
poetry	1. The art of apprehending and interpreting ideas by the faculty…	/pˈoʊətri/
multiple	Containing more than once/ or more than one/ consisting of more…	/mˈʌltəpəl/
cable	1. A large/ strong rope or chain/ of considerable length/ used to…	/kˈeɪbəl/
shortly	1. In a short or brief time or manner/ soon/ quickly. Chaucer. I…	/ʃˈɔrtli/
buzz	To make a low/ continuous/ humming or sibilant sound/ like that…	/bˈʌz/
socks	A plowshare. Edin. Encyc.	/sˈɑks/
fingerprints		/fˈɪŋɡɚprˌɪnts/
goddess	1. A female god/ a divinity/ or deity/ of the female sex. When the…	/ɡˈɑdəs/
chin	1. The lower extremity of the face below the mouth/ the point of…	/tʃˈɪn/
anxious	1. Full of anxiety or disquietude/ greatly concerned or…	/ˈæŋkʃəs/
september	The ninth month of the year/ containing thurty days.	/sɛptˈɛmbɚ/
colors	1. A property depending on the relations of light to the eye/ by…	/kˈʌlɚz/
basketball		/bˈæskətbˌɔl/
promises	1. In general/ a declaration/ written or verbal/ made by one…	/prˈɑməsəz/
explained	1. To flatten/ to spread out/ to unfold/ to expand. [Obs.] The…	/ɪksplˈeɪnd/
appearance	1. The act of appearing or coming into sight/ the act of becoming…	/əpˈɪrəns/
musical	Of or pertaining to music/ having the qualities of music/ or the…	/mjˈuzɪkəl/
sends	1. To cause to go in any manner/ to dispatch/ to commission or…	/sˈɛndz/
slide	1. To move along the surface of any body by slipping/ or without…	/slˈaɪd/
aii
shawn		/ʃˈɔn/
ultimate	1. Farthest/ most remote in space or time/ extreme/ last/ final.…	/ˈʌltəmət/
pork	The flesh of swine/ fresh or salted/ used for food.	/pˈɔrk/
communication	1. The act or fact of communicating/ as/ communication of…	/kəmjˌunəkˈeɪʃən/
payment	1. The act of paying/ or giving compensation/ the discharge of a…	/pˈeɪmənt/
structure	1. The act of building/ the practice of erecting buildings/…	/strˈʌktʃɚ/
paperwork		/pˈeɪpɚwˌɝk/
obsessed	To besiege/ to beset. Sir T. Elyot.	/əbsˈɛst/
lazy	1. Disinclined to action or exertion/ averse to labor/ idle/…	/lˈeɪzi/
russians	Of or pertaining to Russia/ its inhabitants/ or language. -- n. A…	/rˈʌʃənz/
actors	1. One who acts/ or takes part in any affair/ a doer. 2. A…	/ˈæktɚz/
squeeze	1. To press between two bodies/ to press together closely/ to…	/skwˈiz/
magical	1. Pertaining to the hidden wisdom supposed to be possessed by the…	/mˈædʒɪkəl/
colleagues	A partner or associate in some civil or ecclesiastical office or…	/kˈɑliɡz/
admire	1. To regard with wonder or astonishment/ to view with surprise/…	/ædmˈaɪr/
madness	1. The condition of being mad/ insanity/ lunacy. 2. Frenzy/…	/mˈædnəs/
roads	1. A journey/ or stage of a journey. [Obs.] With easy roads he…	/rˈoʊdz/
entry	1. The act of entering or passing into or upon/ entrance/ ingress/…	/ˈɛntri/
injury	Any damage or violation of/ the person/ character/ feelings/…	/ˈɪndʒɚi/
burden	1. That which is borne or carried/ a load. Plants with goodly…	/bˈɝdən/
racing	a. & n. from Race/ v. t. & i. Racing crab (Zoöl.)/ an ocypodian.	/rˈeɪsɪŋ/
manner	1. Mode of action/ way of performing or effecting anything/…	/mˈænɚ/
freezing	Tending to freeze/ for freezing/ hence/ cold or distant in manner.…	/frˈizɪŋ/
bits	1. The part of a bridle/ usually of iron/ which is inserted in the…	/bˈɪts/
norman	A wooden bar/ or iron pin. W. C. Russell.	/nˈɔrmən/
mount	1. A mass of earth/ or earth and rock/ rising considerably above…	/mˈaʊnt/
battery	1. The act of battering or beating. 2. (Law) The unlawful beating…	/bˈætɚi/
dessert	A service of pastry/ fruits/ or sweetmeats/ at the close of a…	/dɪzˈɝt/
pound	1. To strike repeatedly with some heavy instrument/ to beat. With…	/pˈaʊnd/
visited	1. To go or come to see/ as for the purpose of friendship/…	/vˈɪzɪtɪd/
motel		/moʊtˈɛl/
rumbling	a. & n. from Rumble/ v. i.	/rˈʌmbəlɪŋ/
cinema		/sˈɪnəmə/
fond	imp. of Find. Found. Chaucer.	/fˈɑnd/
halfway	In the middle/ at half the distance/ imperfectly/ partially/ as/…	/hˈæfwˈeɪ/
rifle	1. To seize and bear away by force/ to snatch away/ to carry off.…	/rˈaɪfəl/
reception	1. The act of receiving/ receipt/ admission/ as/ the reception of…	/rɪsˈɛpʃən/
statue	1. The likeness of a living being sculptured or modeled in some…	/stˈætʃˌu/
fridge	To rub/ to fray. [Obs.] Sterne.	/frˈɪdʒ/
brick	1. A block or clay tempered with water/ sand/ etc./ molded into a…	/brˈɪk/
abandon	1. To cast or drive out/ to banish/ to expel/ to reject. [Obs.]…	/əbˈændən/
lap	1. The loose part of a coat/ the lower part of a garment that…	/lˈæp/
natalie		/nˈætəli/
wars	Ware/ aware. [Obs.] Chaucer.	/wˈɔrz/
recommend	1. To commend to the favorable notice of another/ to commit to…	/rˌɛkəmˈɛnd/
brush	1. An instrument composed of bristles/ or other like material/ set…	/brˈʌʃ/
nelson		/nˈɛlsən/
pill	The peel or skin. [Obs.] "Some be covered over with crusts/ or…	/pˈɪl/
concept	An abstract general conception/ a notion/ a universal. The words…	/kˈɑnsɛpt/
w	W/ the twenty-third letter of the English alphabet/ is usually a…	/dˈʌbəlju/
delay	A putting off or deferring/ procrastination/ lingering inactivity/…	/dɪlˈeɪ/
quarters	1. One of four equal parts into which anything is divided/ or is…	/kwˈɔrtɚz/
korea		/kˌɔrˈiə/
janet		/dʒˈænət/
rub	1. To subject (a body) to the action of something moving over its…	/rˈʌb/
mall	1. A large heavy wooden beetle/ a mallet for driving anything with…	/mˈɔl/
soil	To feed/ as cattle or horses/ in the barn or an inclosure/ with…	/sˈɔɪl/
complaint	1. Expression of grief/ regret/ pain/ censure/ or resentment/…	/kəmplˈeɪnt/
sail	1. An extent of canvas or other fabric by means of which the wind…	/sˈeɪl/
baker	1. One whose business it is to bake bread/ biscuit/ etc. 2. A…	/bˈeɪkɚ/
coughs	To expel air/ or obstructing or irritating matter/ from the lungs…	/kˈɔfs/
bucket	1. A vessel for drawing up water from a well/ or for catching/…	/bˈʌkət/
description	1. The act of describing/ a delineation by marks or signs. 2. A…	/dɪskrˈɪpʃən/
badge	1. A distinctive mark/ token/ sign/ or cognizance/ worn on the…	/bˈædʒ/
measure	1. A standard of dimension/ a fixed unit of quantity or extent/ an…	/mˈɛʒɚ/
hip	1. The projecting region of the lateral parts of one side of the…	/hˈɪp/
function	1. The act of executing or performing any duty/ office/ or…	/fˈʌŋkʃən/
indistinctly	In an indistinct manner/ not clearly/ confusedly/ dimly/ as/…	/ˌɪndɪstˈɪŋktli/
harris		/hˈɛrɪs/
foundation	1. The act of founding/ fixing/ establishing/ or beginning to…	/faʊndˈeɪʃən/
labor	1. Physical toil or bodily exertion/ especially when fatiguing/…	/lˈeɪbɚ/
willie		/wˈɪli/
waiter	1. One who/ or that which/ waits/ an attendant/ a servant in…	/wˈeɪtɚ/
homeless	Destitute of a home. -- Home"less*ness/ n.	/hˈoʊmləs/
proved	1. To try or to ascertain by an experiment/ or by a test or…	/prˈuvd/
unfortunate	Not fortunate/ unsuccessful/ not prosperous/ unlucky/ attended…	/ənfˈɔrtʃənət/
log	A Hebrew measure of liquids/ containing 2.37 gills. W. H. Ward.	/lˈɔɡ/
meetings	1. A coming together/ an assembling/ as/ the meeting of Congress.…	/mˈitɪŋz/
giggles	To laugh with short catches of the breath or voice/ to laugh in a…	/ɡˈɪɡəlz/
combat	To struggle or contend/ as with an opposing force/ to fight. To…	/kˈɑmbæt/
poem	1. A metrical composition/ a composition in verse written in…	/pˈoʊəm/
polish	Of or pertaining to Poland or its inhabitants. -- n. The language…	/pˈɑlɪʃ/
handed	1. With hands joined/ hand in hand. Into their inmost bower/…	/hˈændəd/
mia		/mˈiə/
weed	1. A garment/ clothing/ especially/ an upper or outer garment.…	/wˈid/
raymond		/rˈeɪmənd/
tons	pl. of Toe. Chaucer.	/tˈʌnz/
satellite	1. An attendant attached to a prince or other powerful person/…	/sˈætəlˌaɪt/
jersey	1. The finest of wool separated from the rest/ combed wool/ also/…	/dʒˈɝzi/
eagle	1. (Zoöl.) Any large/ rapacious bird of the Falcon family/ esp. of…	/ˈiɡəl/
privacy	1. The state of being in retirement from the company or…	/prˈaɪvəsi/
