e	The fifth letter of the Italian alphabet/ called e and written in…	/ˈe/
guidi	inflection of guidare:
condoglianze	condolence	/kon.doʎˈʎan.t͡sa/
finisco	first-person singular present indicative of finire	/fiˈnis.ko/
esperti	experienced/ expert/ skilled	/esˈpɛr.to/
prestato	past participle of prestare
portafogli	wallet/ billfold	/ˌpɔr.taˈfɔʎ.ʎo/
saperne	compound of the infinitive sapere with ne
spie	spy/ bug	/ˈspi.a/
fuggito	past participle of fuggire	/fudˈd͡ʒi.to/
divorziato	divorced	/di.vorˈt͡sja.to/
night	nightclub	/ˈnajt/
world
attraversato	past participle of attraversare
raro	rare	/ˈra.ro/
rosse	red	/ˈros.so/
cioccolata	alternative form of cioccolato (“chocolate”)	/t͡ʃok.koˈla.ta/
valga	valgus	/ˈval.ɡo/
cazzi	dick/ cock/ prick	/ˈkat.t͡so/
valori	value	/vaˈlo.re/
valutazione	valuation/ estimation/ feedback	/va.lu.tatˈt͡sjo.ne/
rumori	noise/ sound	/ruˈmo.re/
misure	measure/ measurement	/miˈzu.ra/
roman
nascondersi	reflexive of nascondere	/nasˈkon.der.si/
vorrebbero	third-person plural conditional of volere	/vorˈrɛb.be.ro/
mandando	gerund of mandare	/manˈdan.do/
angie
obitorio	morgue	/o.biˈtɔ.rjo/
disposta	past participle of disporre	/disˈpos.to/
kang
pigiama	pyjamas	/piˈd͡ʒa.ma/
iniziano	third-person plural present indicative of iniziare
spera	inflection of sperare:
pianificato	past participle of pianificare
trascinato	past participle of trascinare
corsi	course (of a river/ of a university/ etc.)	/ˈkor.so/
sedermi	compound of the infinitive sedere with mi	/seˈder.mi/
sire	king/ monarch (only when addressing a sovereign)	/ˈsi.re/
carrozza	carriage (horse-drawn/ or railway/railroad)	/karˈrɔt.t͡sa/
riunioni	meeting/ assembly/ conference	/ri.uˈnjo.ne/
preferiti	favourite/favorite	/pre.feˈri.to/
prendera
dente	tooth	/ˈdɛn.te/
fiona
pulsante	button (to be pushed)	/pulˈsan.te/
kennedy
scopi	aim/ end/ goal	/ˈskɔ.po/
portarci	compound of the infinitive portare with ci	/porˈtar.t͡ʃi/
andò	to go	/anˈda.re/
vietnam	Vietnam (a country in Southeast Asia)	/ˈvjɛt.nam/
trovera
certificato	certificate (document containing a certified statement)	/t͡ʃer.ti.fiˈka.to/
dentista	dentist	/denˈtis.ta/
duncan
routine	routine	/ruˈtin/
detesto	first-person singular present indicative of detestare	/deˈtɛs.to/
porre	to put	/ˈpor.re/
guardava	third-person singular imperfect indicative of guardare
facci	compound of fa'/ the second-person singular imperative form of…	/ˈfat.t͡ʃi/
monaco	Monaco (a city-state in Western Europe)	/ˈmɔ.na.ko/
avversario	rival/ opposing/ foe	/av.verˈsa.rjo/
psichiatra	psychiatrist	/psiˈkja.tra/
parliamone	compound of parliamo/ the first-person plural imperative form of…	/parˈlja.mo.ne/
bell
attivo	active	/atˈti.vo/
coperte	blanket	/koˈpɛr.ta/
escono	third-person plural present indicative of uscire
anderson
ritirare	to retract/ draw back/ pull back/ take back/ withdraw/ take in/…	/ri.tiˈra.re/
lex
perse	third-person singular past historic of perdere	/ˈpɛr.se/
girando	gerund of girare
agosto	August	/aˈɡos.to/
irlandese	Irish	/ir.lanˈde.ze/
appoggio	support	/apˈpɔd.d͡ʒo/
forme	form	/ˈfor.ma/
lavoratori	working	/la.vo.raˈto.re/
quota	share/ amount/ part	/ˈkwɔ.ta/
perimetro	perimeter	/peˈri.me.tro/
menu	menu	/meˈnu/
toro	bull (uncastrated adult male bovine)	/ˈtɔ.ro/
cercherò	to look for	/t͡ʃerˈka.re/
frutto	fruit	/ˈfrut.to/
lloyd
costumi	a custom/ habit	/kosˈtu.me/
boyd
schiavo	enslaved	/ˈskja.vo/
urlando	gerund of urlare
studentessa	student	/stuˈdɛn.te/
mick
lemon
fermarci	compound of the infinitive fermare with ci
oscurità	darkness	/os.ku.riˈta/
grassa	fat	/ˈɡras.so/
ned	alternative form of né used before a vowel	/ˈne.d‿/
temevo	first-person singular imperfect indicative of temere
brennan
vivente	present participle of vivere	/viˈvɛn.te/
recita	performance	/ˈrɛ.t͡ʃi.ta/
autunno	autumn/ (US) fall	/awˈtun.no/
preoccupo	first-person singular present indicative of preoccupare
bravissima	superlative degree of bravo/ very good	/braˈvis.si.mo/
tali	characterized by dorsal hyperflexion (of a foot)	/ˈta.lo/
passerà	to pass (all senses)	/pasˈsa.re/
arco	bow (weapon)	/ˈar.ko/
patty
finiamo	inflection of finire:	/fiˈnja.mo/
denise
affrontato	past participle of affrontare	/af.fronˈta.to/
mandate	inflection of mandare:	/manˈda.te/
riparo	shelter/ hovel	/riˈpa.ro/
ebbe	third-person singular past historic of avere	/ˈɛb.be/
accesa	past participle of accendere	/atˈt͡ʃe.zo/
incubi	nightmare/ incubus	/ˈin.ku.bo/
depressione	depression	/de.presˈsjo.ne/
pieta	pity/ compassion/ godliness	/pjeˈta/
joy
consenso	consent/ assent/ agreement/ permission	/konˈsɛn.so/
false	feminine plural of falso	/ˈfal.se/
nuovamente	again	/nwo.vaˈmen.te/
bassi	low	/ˈbas.so/
aspettavi	second-person singular imperfect indicative of aspettare
long
sid
chiederò	to ask (for)	/ˈkjɛ.de.re/
fidarsi	reflexive of fidare	/fiˈdar.si/
rene	kidney	/ˈre.ne/
rappresentante	present participle of rappresentare	/rap.pre.zenˈtan.te/
divisa	uniform	/diˈvi.za/
tennis	tennis	/ˈtɛn.nis/
porteremo	first-person plural future of portare
discusso	past participle of discutere	/disˈkus.so/
vadano	inflection of andare:	/ˈva.da.no/
tornano	third-person plural present indicative of tornare
compromesso	compromised	/kom.proˈmes.so/
concordo	first-person singular present indicative of concordare	/konˈkɔr.do/
regolare	regular/ standard/ normal/ ordinary/ average	/re.ɡoˈla.re/
proibito	forbidden/ prohibited/ not allowed/ interdicted	/projˈbi.to/
investimento	investment	/in.ves.tiˈmen.to/
concorso	past participle of concorrere	/konˈkor.so/
terro
claudia	a female given name from Latin of Latin origin/ feminine form of…	/ˈklaw.dja/
vitale	life/ vital/ living	/viˈta.le/
bagni	bath	/ˈbaɲ.ɲo/
chiudete	inflection of chiudere:
degno	worthy/ deserving	/ˈdeɲ.ɲo/
utili	useful	/ˈu.ti.le/
reed
eve
presentarti	compound of the infinitive presentare with ti
leggermente	mildly/ gently	/led.d͡ʒerˈmen.te/
fermarsi	reflexive of fermare	/ferˈmar.si/
potessero	third-person plural imperfect subjunctive of potere
sconfiggere	to overcome/ to defeat	/skonˈfid.d͡ʒe.re/
clan	clan	/ˈklan/
louise
quì	here	/ˈkwi/
avenue
indiana	Indiana (a state of the United States)	/inˈdja.na/
morì	to die	/moˈri.re/
salvezza	salvation	/salˈvet.t͡sa/
pa
programmato	past participle of programmare	/pro.ɡramˈma.to/
sun	alternative form of su used before a vowel	/ˈsu.n‿/
satellite	satellite	/saˈtɛl.li.te/
marzo	March (the month)	/ˈmar.t͡so/
uffici	moral duty	/ufˈfi.t͡ʃo/
salito	past participle of salire	/saˈli.to/
ancor	still	/anˈko.ra/
giovedì	Thursday	/d͡ʒo.veˈdi/
alec
dvd	DVD	/ˈdi ˈvu ˈdi/
rinchiuso	locked up	/rinˈkju.zo/
bastare	to be enough	/basˈta.re/
rivoglio	first-person singular present indicative of rivolere
ovvero	that is/ namely	/ovˈve.ro/
maestra	teacher (primary school)	/maˈɛs.tro/
capra	goat (a mammal)	/ˈka.pra/
giocattolo	toy	/d͡ʒoˈkat.to.lo/
brick
rimanete	inflection of rimanere:
scimmie	monkey/ simian	/ˈʃim.mja/
perfetti	perfect	/perˈfɛt.to/
accorta	past participle of accorgersi	/akˈkɔr.to/
isaac
simpatica	nice/ pleasing/ popular/ cute/ amusing/ funny	/simˈpa.ti.ko/
infranto	broken	/inˈfran.to/
corruzione	corruption	/kor.rutˈt͡sjo.ne/
lenzuola	sheet/ bedsheet	/lenˈt͡swɔ.lo/
scout	scout (a member of the international scout movement)	/ˈskawt/
torneranno	third-person plural future of tornare	/tor.neˈran.no/
credermi	compound of the infinitive credere with mi
fissare	to fasten/ fix/ secure	/fisˈsa.re/
provaci	compound of prova/ the second-person singular imperative form of…
strappato	past participle of strappare	/strapˈpa.to/
sentimento	feeling/ emotion/ sentiment	/sen.tiˈmen.to/
atterraggio	landing (of an aircraft)	/at.terˈrad.d͡ʒo/
dimenticavo	first-person singular imperfect indicative of dimenticare	/di.men.tiˈka.vo/
suonato	past participle of suonare	/swoˈna.to/
raggi	ray/ beam/ shaft (of light/ etc.)	/ˈrad.d͡ʒo/
diranno	third-person plural future of dire	/diˈran.no/
solitario	solitary	/so.liˈta.rjo/
fisicamente	physically	/fi.zi.kaˈmen.te/
renda	inflection of rendere:	/ˈrɛn.da/
alquanto	an amount of/ some	/alˈkwan.to/
manco	faulty/ imperfect/ maimed/ missing something	/ˈman.ko/
penale	penal/ criminal	/peˈna.le/
sembrate	past participle of sembrare
staranno	third-person plural future of stare	/staˈran.no/
divertito	past participle of divertire	/di.verˈti.to/
cresce	third-person singular present indicative of crescere
proviene	third-person singular present indicative of provenire	/proˈvjɛ.ne/
favola	fairy tale/ fairy story/ fable	/ˈfa.vo.la/
torte	pie/ tart/ cake or similar	/ˈtor.ta/
winston
messe	mass (in religion)	/ˈmes.sa/
becky
server	server (a computer or software that provides services to other…	/ˈsɛr.ver/
salvarlo	compound of the infinitive salvare with lo
diamante	diamond (all senses)	/di.aˈman.te/
risparmi	saving/ thrift/ economy	/risˈpar.mjo/
gemma	bud	/ˈd͡ʒɛm.ma/
fiamma	flame (part of fire)	/ˈfjam.ma/
beckett
uccida	inflection of uccidere:
adorano	third-person plural present indicative of adorare
color	apocopic form of colore	/koˈlor/
mosse	plural of mossa	/ˈmɔs.se/
orleans
togliermi	compound of the infinitive togliere with mi
concludere	to conclude/ close/ end/ finish	/konˈklu.de.re/
diploma	diploma	/diˈplɔ.ma/
contenuto	restrained/ suppressed	/kon.teˈnu.to/
guadagni	earnings	/ɡwaˈdaɲ.ɲo/
riga	line	/ˈri.ɡa/
professionisti	professional	/pro.fes.sjoˈnis.ta/
comprendere	to comprise/ to include/ to encompass	/komˈprɛn.de.re/
martedì	Tuesday	/mar.teˈdi/
prendetelo	compound of prendete/ the second-person plural imperative form of…
prenderanno	third-person plural future of prendere
denunciato	past participle of denunciare
divento	first-person singular present indicative of diventare	/diˈvɛn.to/
botta	blow/ hit (violent attack)	/ˈbɔt.ta/
puntato	dotted/ bulleted	/punˈta.to/
adulta	adult/ grown-up	/aˈdul.to/
preparatevi	second-person plural imperative of prepararsi
bruno	dark gray/ almost black	/ˈbru.no/
avvicinando	gerund of avvicinare
goccia	drop	/ˈɡot.t͡ʃa/
insolito	unusual/ uncommon/ strange	/inˈsɔ.li.to/
vena	vein (all senses)	/ˈve.na/
tagliata	per bend sinister (divided into two equal parts diagonally from…	/taʎˈʎa.to/
alfa	alpha/ specifically:	/ˈal.fa/
fidanzati	past participle of fidanzare	/fi.danˈt͡sa.to/
foglie	leaf	/ˈfɔʎ.ʎa/
ciascuno	each/ every	/t͡ʃasˈku.no/
lampada	lamp/ light	/ˈlam.pa.da/
fama	fame/ renown	/ˈfa.ma/
prendeva	third-person singular imperfect indicative of prendere
panini	bread roll/ roll/ bun	/paˈni.no/
sconfitta	feminine singular of sconfitto	/skonˈfit.ta/
durata	duration/ length	/duˈra.ta/
salvataggio	rescue	/sal.vaˈtad.d͡ʒo/
scortese	unkind/ impolite/ discourteous/ rude/ brassy	/skorˈte.ze/
lavanderia	laundry (shop or room where the clothes are washed and ironed)
attendere	to wait for/ to await	/atˈtɛn.de.re/
vedra
dicembre	December	/diˈt͡ʃɛm.bre/
attacca	inflection of attaccare:	/atˈtak.ka/
competizione	competition	/kom.pe.titˈt͡sjo.ne/
selvaggio	wild/ savage	/selˈvad.d͡ʒo/
compri	bought/ purchased	/ˈkom.pro/
vernice	paint	/verˈni.t͡ʃe/
round	round	/ˈrawnd/
freccia	arrow (projectile)	/ˈfret.t͡ʃa/
gentilezza	kindness/ courtesy	/d͡ʒen.tiˈlet.t͡sa/
rispondo	first-person singular present indicative of rispondere	/risˈpon.do/
spreco	waste	/ˈsprɛ.ko/
modella	model	/moˈdɛl.lo/
svelti	past participle of svellere	/ˈzvɛl.to/
commercio	commerce/ trade/ trading/ market/ business	/komˈmɛr.t͡ʃo/
puntare	to push/ lean/ rest/ plant/ brace	/punˈta.re/
commettere	to commit/ to perpetrate (a crime/ blunder/ etc.)	/komˈmet.te.re/
comportato	past participle of comportare
paraggi	neighbourhood/neighborhood/ vicinity	/paˈrad.d͡ʒo/
osservare	to observe/ watch/ study/ examine	/os.serˈva.re/
assassinio	a murder	/as.sasˈsi.njo/
miguel
suite
mancherai	second-person singular future of mancare
vendite	sale	/ˈven.di.ta/
pensavano	third-person plural imperfect indicative of pensare
riabilitazione	rehabilitation	/ri.a.bi.li.tatˈt͡sjo.ne/
rancore	rancour/ resentment/ grudge	/ranˈko.re/
bones
flusso	flow	/ˈflus.so/
musicale	music/ musical	/mu.ziˈka.le/
insistito	past participle of insistere
guy
quantità	quantity	/kwan.tiˈta/
scusarti	compound of the infinitive scusare with ti
ottime	very good/ very fine/ excellent/ perfect/ splendid	/ˈɔt.ti.mo/
cercarla	compound of the infinitive cercare with la
comprata	past participle of comprare	/komˈpra.to/
mm	initialism of Marina Militare
foglio	sheet (rectangular piece of paper/ a thin/ flat layer of another…	/ˈfɔʎ.ʎo/
griffin
calmata	past participle of calmare	/kalˈma.ta/
votare	to vote [with per ‘for’/ or with a favore di ‘in favor of’/ or…	/voˈta.re/
vinci	osier/ wicker (flexible branch of willow)	/ˈvin.ko/
lizzie
amelia	a municipality of Terni/ Umbria/ Italy	/aˈmɛ.lja/
siti	situated/ located/ lying	/ˈsi.to/
sedersi	reflexive of sedere	/seˈder.si/
note	plural of nota	/ˈnɔ.te/
arresti	arrest	/arˈrɛs.to/
maiali	pig	/maˈja.le/
succedono	third-person plural present indicative of succedere	/sutˈt͡ʃɛ.do.no/
glenn
watson
tentando	gerund of tentare
diagnosi	diagnosis	/diˈaɲ.ɲo.zi/
sospettati	past participle of sospettare	/sos.petˈta.to/
chiedete	inflection of chiedere:
nazioni	nation	/natˈt͡sjo.ne/
sappiate	inflection of sapere:	/sapˈpja.te/
sydney	Sydney (a major port city/ the state capital of New South Wales/…	/ˈsid.nej/
rimuovere	to move again	/riˈmwɔ.ve.re/
rimettere	to remit/ hand/ deliver/ submit/ refer/ entrust	/riˈmet.te.re/
harrison
diamoci	compound of diamo/ the first-person plural imperative form of…	/ˈdja.mo.t͡ʃi/
queen
correndo	gerund of correre
perry
titoli	title (of a book/ song etc.)/ headline (of an article)/ heading…	/ˈti.to.lo/
parecchie	quite a lot of/ rather a lot of/ a fair bit of	/paˈrek.kjo/
fornito	past participle of fornire	/forˈni.to/
quadri	square	/ˈkwa.dro/
codici	code (all meanings)	/ˈkɔ.di.t͡ʃe/
muoverci	compound of the infinitive muovere with ci
satana	Satan	/ˈsa.ta.na/
cercata	past participle of cercare	/t͡ʃerˈka.ta/
esagerando	gerund of esagerare
ucciderci	compound of the infinitive uccidere with ci
astronave	spaceship	/as.troˈna.ve/
abituata	past participle of abituare	/a.bi.tuˈa.to/
conoscerlo	compound of the infinitive conoscere with lo
vie	street/ path	/ˈvi.a/
tacere	to be silent/ to keep quiet	/taˈt͡ʃe.re/
mediche	medical	/ˈmɛ.di.ko/
verdetto	verdict	/verˈdet.to/
saggezza	wisdom	/sadˈd͡ʒet.t͡sa/
approvazione	approval	/ap.pro.vatˈt͡sjo.ne/
ritratto	drawn back/ withdrawn	/riˈtrat.to/
controlliamo	inflection of controllare:
romeo	a male given name	/roˈmɛ.o/
guerre	war/ warfare	/ˈɡwɛr.ra/
nuvole	cloud	/ˈnu.vo.la/
fox
fuochi	fire	/ˈfwɔ.ko/
uccidono	third-person plural present indicative of uccidere
riporta	past participle of riporgere	/riˈpɔr.to/
unite	inflection of unire:	/uˈni.to/
web	web (Internet)	/ˈwɛb/
tosta	swift/ rapid/ hurried	/ˈtɔs.to/
candele	candle	/kanˈde.la/
scaricare	to unload/ discharge/ empty/ unburden	/ska.riˈka.re/
bistecca	beefsteak	/bisˈtek.ka/
fissa	fixed	/ˈfis.so/
orari	time	/oˈra.rjo/
necessaria	necessary	/ne.t͡ʃesˈsa.rjo/
diventera
recuperato	past participle of recuperare
buchi	hole	/ˈbu.ko/
dedicato	past participle of dedicare	/de.diˈka.to/
alexander
stranieri	foreign/ alien	/straˈnjɛ.ro/
scaduto	expired/ out of date	/skaˈdu.to/
leale	loyal/ faithful	/leˈa.le/
registrare	to register/ record/ note	/re.d͡ʒisˈtra.re/
disperata	hopeless/ desperate/ despairing	/dis.peˈra.to/
letti	bed	/ˈlɛt.to/
telefonica	telephone/ phone	/te.leˈfɔ.ni.ko/
riscontro	comparison	/risˈkon.tro/
gil
stiate	second-person plural present subjunctive of stare	/ˈstja.te/
palmer
nausea	nausea	/ˈnaw.ze.a/
cristallo	crystal	/krisˈtal.lo/
chiari	bright/ shiny	/ˈkja.ro/
applauso	applause (act of applauding)	/apˈplaw.zo/
toc
curiosa	curious	/kuˈrjo.zo/
cicatrice	scar	/t͡ʃi.kaˈtri.t͡ʃe/
dallas
eterna	eternal/ everlasting	/eˈtɛr.no/
riferimento	reference/ mention	/ri.fe.riˈmen.to/
infermeria	infirmary	/in.fer.meˈri.a/
riconoscimento	recognition/ identification	/ri.ko.noʃ.ʃiˈmen.to/
bastano	third-person plural present indicative of bastare
molo	jetty/ pier/ mole/ quay/ dock	/ˈmɔ.lo/
erede	heir/ inheritor	/eˈrɛ.de/
apro	first-person singular present indicative of aprire
legami	link/ bond	/leˈɡa.me/
barnes
divenne	third-person singular past historic of divenire
invitare	to invite (“to ask for someone's presence”)	/in.viˈta.re/
farmaco	pharmaceutical/ medicine/ medication/ drug	/ˈfar.ma.ko/
ritengo	first-person singular present indicative of ritenere	/riˈtɛn.ɡo/
meccanico	mechanical	/mekˈka.ni.ko/
cominciando	gerund of cominciare
protagonista	protagonist	/pro.ta.ɡoˈnis.ta/
letale	lethal/ deadly	/leˈta.le/
circondato	past participle of circondare
permetta	inflection of permettere:
force
importi	amount/ sum	/imˈpɔr.to/
animo	mind	/ˈa.ni.mo/
pesanti	present participle of pesare	/peˈzan.te/
arrogante	present participle of arrogare	/ar.roˈɡan.te/
impazzendo	gerund of impazzire
impulso	impulse/ drive/ urge/ boost	/imˈpul.so/
alleati	past participle of alleare	/al.leˈa.to/
ottimi	very good/ very fine/ excellent/ perfect/ splendid	/ˈɔt.ti.mo/
scomparsi	plural of scomparso	/skomˈpar.so/
unirsi	reflexive of unire	/uˈnir.si/
maggiori	bigger/ greater	/madˈd͡ʒo.re/
oscurita
fili	thread (for sewing/ etc.)	/ˈfi.lo/
costante	constant/ persistent/ consistent	/kosˈtan.te/
tristi	sad/ unhappy/ bleak	/ˈtris.te/
assegni	allowance	/asˈseɲ.ɲo/
ascoltarmi	compound of the infinitive ascoltare with mi
perderai	second-person singular future of perdere
lena	breath	/ˈle.na/
alcolici	alcoholic (of/ pertaining to or containing alcohol)	/alˈkɔ.li.ko/
sapranno	third-person plural future of sapere
compiere	to finish/ to complete	/ˈkom.pje.re/
intervenire	to happen/ to occur	/in.ter.veˈni.re/
commenti	plural of commento	/komˈmen.ti/
sensori	sensor	/senˈso.re/
river
pareti	wall	/paˈre.te/
sconfitto	defeated/ beaten/ overthrown	/skonˈfit.to/
scienze	science	/ˈʃɛn.t͡sa/
chad
sceso	past participle of scendere	/ˈʃe.zo/
salvarla	compound of the infinitive salvare with la
harvard
dissero	third-person plural past historic of dire
volevate	second-person plural imperfect indicative of volere	/vo.leˈva.te/
we
seguirmi	compound of the infinitive seguire with mi
andavamo	first-person plural imperfect indicative of andare
fermiamo	inflection of fermare:
dividere	to divide/ to split	/diˈvi.de.re/
svenuto	past participle of svenire	/zveˈnu.to/
ego	ego	/ˈɛ.ɡo/
madonna	Madonna/ Our Lady	/maˈdɔn.na/
andarvene	compound of the infinitive andare with ve (the conjunctive variant…	/anˈdar.ve.ne/
judy
moon
curriculum	curriculum	/kurˈri.ku.lum/
rendono	third-person plural present indicative of rendere
budget	a budget	/ˈbad.d͡ʒet/
priorita
nerd
wells
sindacato	syndicated	/sin.daˈka.to/
haley
vide	third-person singular past historic of vedere	/ˈvi.de/
dimissioni	plural of dimissione	/di.misˈsjo.ne/
spedizione	consignment/ forwarding/ dispatch/ shipment	/spe.ditˈt͡sjo.ne/
rispondete	inflection of rispondere:
multa	fine (a fee levied as punishment for breaking the law)	/ˈmul.ta/
rischiato	past participle of rischiare
probabilita
with
solitudine	solitude/ loneliness/ solitariness/ seclusion	/so.liˈtu.di.ne/
mento	chin/ mentum	/ˈmen.to/
istruzione	education/ schooling	/is.trutˈt͡sjo.ne/
paolo	Paul (biblical character)	/ˈpa.o.lo/
sofia	a female given name/ equivalent to English Sophia	/soˈfi.a/
avvelenato	past participle of avvelenare
cat
gentilmente	kindly/ courteously	/d͡ʒen.tilˈmen.te/
elvis
successivo	following/ next/ subsequent	/sut.t͡ʃesˈsi.vo/
nolan
permetterò	to allow/ to let/ to permit/ to authorize/ to entitle	/perˈmet.te.re/
andrete	second-person plural future of andare
improbabile	improbable/ unlikely	/im.proˈba.bi.le/
professione	profession/ occupation	/pro.fesˈsjo.ne/
commedia	comedy	/komˈmɛ.dja/
cava	feminine singular of cavo	/ˈka.va/
pregato	past participle of pregare
scacchi	chess piece/ chessman	/ˈskak.ko/
allah
compiuto	finished/ completed or accomplished	/komˈpju.to/
calzini	sock (covering for the foot)	/kalˈt͡si.no/
costato	chest/ ribs
reagito	past participle of reagire
scordatelo
assicurato	past participle of assicurare	/as.si.kuˈra.to/
detenuti	past participle of detenere	/de.teˈnu.to/
yang
omar
ossessionato	past participle of ossessionare
lawrence
mamme	mom/mum	/ˈmam.ma/
zack
valido	valid/ effective/ good/ substantial/ sound/ strong	/ˈva.li.do/
ignorare	not to know/ to ignore/ to be unaware of	/iɲ.ɲoˈra.re/
business	business (commercial enterprise)	/ˈbiz.nes/
somiglia	inflection of somigliare:
salite	climb	/saˈli.ta/
tremendo	terrible/ awful/ dreadful (all senses)	/treˈmɛn.do/
ari	archaic form of aere	/ˈa.re/
f	The sixth letter of the Italian alphabet/ called effe and written…	/ˈɛf.fe/
quantita
condurre	to lead/ to guide/ to escort	/konˈdur.re/
presentarvi	compound of the infinitive presentare with vi
accettarlo	compound of the infinitive accettare with lo
randall
sconosciuta	past participle of sconoscere	/sko.noʃˈʃu.to/
campionato	championship	/kam.pjoˈna.to/
prepari	inflection of preparare:	/preˈpa.ri/
dawn
siedi	inflection of sedere:	/ˈsjɛ.di/
nicky
esperienze	experience	/es.peˈrjɛn.t͡sa/
mostrano	third-person plural present indicative of mostrare
volontario	voluntary	/vo.lonˈta.rjo/
innanzitutto	first of all	/in.nan.t͡siˈtut.to/
cindy
professoressa	teacher/ schoolteacher/ schoolmaster/ master/ professor/ lecturer…	/pro.fesˈso.re/
impegnati	past participle of impegnare	/im.peɲˈɲa.to/
raccontami	compound of racconta/ the second-person singular imperative form…
cambierà	to exchange	/kamˈbja.re/
wes
ginnastica	exercise/ exercises/ workout	/d͡ʒinˈnas.ti.ka/
spaventare	to frighten/ scare/ spook	/spa.venˈta.re/
sognare	to dream (of)	/soɲˈɲa.re/
yoga	yoga	/ˈjɔ.ɡa/
pipì	pee/ wee	/piˈpi/
guidando	gerund of guidare
pisciare	to urinate/ to piss
particolari	particular/ private/ personal (antonym of general)	/par.ti.koˈla.re/
christian
verificare	to verify/ test/ check/ examine/ inspect/ survey	/ve.ri.fiˈka.re/
ranger
ulteriori	plural of ulteriore	/ul.teˈrjo.ri/
colonna	column/ pillar	/koˈlon.na/
principali	main/ principal	/prin.t͡ʃiˈpa.le/
terrò	to hold	/teˈne.re/
conforto	comfort/ consolation/ solace	/konˈfɔr.to/
preferite	favourite/favorite	/pre.feˈri.to/
vicepresidente	vice president	/ˌvi.t͡ʃe.pre.siˈdɛn.te/
wyatt
emozionante	emotional/ moving/ exciting/ stirring	/e.mot.t͡sjoˈnan.te/
caporale	corporal/ lance corporal	/ka.poˈra.le/
nell
distrettuale	district	/dis.tret.tuˈa.le/
mangiate	inflection of mangiare:	/manˈd͡ʒa.te/
bollente	boiling/ hot	/bolˈlɛn.te/
michele	Michael	/miˈkɛ.le/
sgualdrina	trollop/ slut
eliminato	past participle of eliminare	/e.li.miˈna.to/
supervisore	supervisor/ overseer
fui	first-person singular past historic of essere	/ˈfu.i/
vergogno	first-person singular present indicative of vergognare	/verˈɡoɲ.ɲo/
amichevole	friendly	/a.miˈke.vo.le/
ninja	ninja (spy and mercenary in pre-modern Japan)	/ˈnin.d͡ʒa/
gwen
avvisato	alerted/ informed	/av.viˈza.to/
lati	side	/ˈla.to/
cereali	cereal	/t͡ʃe.reˈa.le/
assistito	past participle of assistere	/as.sisˈti.to/
comportarti	compound of the infinitive comportare with ti
restituire	to return/ give back/ hand back/ send back/ refund/ repay	/res.ti.tuˈi.re/
delicato	delicate	/de.liˈka.to/
fisso	fixed	/ˈfis.so/
campbell
espresso	past participle of esprimere	/esˈprɛs.so/
uniche	only/ sole/ one/ single	/ˈu.ni.ko/
missili	missile	/ˈmis.si.le/
elemento	element	/e.leˈmen.to/
gennaio	January	/d͡ʒenˈna.jo/
capaci	large/ capacious	/kaˈpa.t͡ʃe/
razzista	racist	/ratˈt͡sis.ta/
riuscissi	first/second-person singular imperfect subjunctive of riuscire
affamato	starving	/af.faˈma.to/
cambiera
rispondimi	compound of rispondi/ the second-person singular imperative form…
emozione	emotion	/e.motˈt͡sjo.ne/
saint
maddie
infinito	infinite	/in.fiˈni.to/
beverly
sprecato	past participle of sprecare
conoscervi	compound of the infinitive conoscere with vi
procede	third-person singular present indicative of procedere	/proˈt͡ʃɛ.de/
famosi	famous/ well-known/ renowned	/faˈmo.zo/
dimenticati	forgotten	/di.men.tiˈka.to/
cd	CD/ compact disc	/ˈt͡ʃi ˈdi/
crescita	growth	/ˈkreʃ.ʃi.ta/
jan
radar	radar	/ˈra.dar/
curva	curved/ bent/ twisty	/ˈkur.vo/
trovarsi	reflexive of trovare	/troˈvar.si/
aggiustare	to repair/ to mend/ to fix	/ad.d͡ʒusˈta.re/
nebbia	fog	/ˈneb.bja/
maschile	masculine/ male	/masˈki.le/
sconto	discount	/ˈskon.to/
metropolitana	metro (rapid transit rail transport system)	/me.tro.po.liˈta.na/
portale	a portal	/porˈta.le/
proverò	to try/ to try out/ to test	/proˈva.re/
rimandare	to put off/ postpone/ delay	/ri.manˈda.re/
etichetta	label (all senses)/ tag	/e.tiˈket.ta/
preziosa	precious (also figurately)/ valuable (also fig.)/ costly/ invaluable	/pretˈt͡sjo.zo/
indicano	third-person plural present indicative of indicare	/ˈin.di.ka.no/
entusiasmo	enthusiasm/ excitement/ ebullience	/en.tuˈzjaz.mo/
dicesse	third-person singular imperfect subjunctive of dire
classica	classic/ classical	/ˈklas.si.ko/
progettato	past participle of progettare
miracoli	miracle	/miˈra.ko.lo/
occasioni	opportunity/ chance/ occasion/ scope	/ok.kaˈzjo.ne/
contano	third-person plural present indicative of contare
probabilità	probability/ likelihood/ odds/ chance	/pro.ba.bi.liˈta/
comportando	gerund of comportare
comuni	mutual/ common	/koˈmu.ne/
incontriamo	inflection of incontrare:
salti	jump/ leap/ spring/ bound	/ˈsal.to/
fisher
regione	region/ area/ zone/ district	/reˈd͡ʒo.ne/
tolga	inflection of togliere:
appropriato	appropriate/ suitable	/ap.proˈprja.to/
holmes
iniezione	injection	/i.njetˈt͡sjo.ne/
sconosciuti	past participle of sconoscere	/sko.noʃˈʃu.to/
woo
